"","Name","TotalM","TotalF","Dif"
"4391","Brant",8977,10,0.997774563258039
"4392","Elyse",19,17084,0.99777816757294
"4393","Rachelle",37,33302,0.997780377335853
"4394","Henrietta",56,50536,0.997786211258697
"4395","Tanisha",21,18995,0.997791333613799
"4396","Sherlyn",8,7255,0.997797053559135
"4397","Tatiana",35,31920,0.997809419496166
"4398","Jerrod",9123,10,0.99781013905617
"4399","Patrica",10,9143,0.997814924068611
"4400","Alexia",44,40492,0.997829090191435
"4401","Sophie",111,102325,0.997832793158655
"4402","Marguerite",101,93157,0.997833965986832
"4403","Jayson",29764,32,0.997852060679286
"4404","Racquel",5,4665,0.997858672376874
"4405","Lily",132,123182,0.99785912386266
"4406","Adolph",18704,20,0.99786370433668
"4407","Gearldine",5,4685,0.997867803837953
"4408","Vonda",11,10308,0.99786801046613
"4409","Waldo",5653,6,0.997879484007775
"4410","Gino",11336,12,0.99788508988368
"4411","Christi",22,20831,0.997889991847696
"4412","Lesa",12,11400,0.997896950578339
"4413","Litzy",6,5721,0.997904662126768
"4414","Alford",4778,5,0.997909261969475
"4415","Bishop",4791,5,0.99791492910759
"4416","Gideon",10553,11,0.997917455509277
"4417","Valencia",11,10553,0.997917455509277
"4418","Celeste",57,54765,0.997920542847762
"4419","Elise",61,58930,0.997931887915106
"4420","Aldo",14527,15,0.997937010039885
"4421","Jalisa",6,5815,0.99793849853977
"4422","Lyda",5,4854,0.997941963366948
"4423","Ward",14563,15,0.997942104541089
"4424","Patti",46,44671,0.997942616901849
"4425","Shara",5,4875,0.997950819672131
"4426","Kiera",19,18527,0.997951040655667
"4427","Hugo",29255,30,0.997951169540721
"4428","Cinthia",6,5864,0.997955706984668
"4429","Tessie",10,9869,0.997975503593481
"4430","Tomas",26732,27,0.997981987368736
"4431","Marquez",4959,5,0.99798549556809
"4432","Mollie",46,45674,0.997987751531059
"4433","Brittni",6,5985,0.99799699549324
"4434","Marla",38,37946,0.997999157540017
"4435","Angelia",22,21989,0.99800099950025
"4436","Rihanna",5,5007,0.998004788507582
"4437","Elwin",5034,5,0.998015479261758
"4438","Angelina",111,112117,0.998021884021813
"4439","Willa",24,24284,0.998025341451374
"4440","Harmony",19,19343,0.998037392831319
"4441","Sofia",97,99136,0.998045005189806
"4442","Chasity",23,23521,0.998046211348964
"4443","Hayley",46,47088,0.998048118131285
"4444","Violeta",5,5119,0.998048399687744
"4445","Lakisha",12,12301,0.998050840575002
"4446","Juliana",49,50277,0.998052696419346
"4447","Emely",16,16433,0.998054592984376
"4448","Ivette",10,10300,0.998060135790495
"4449","Chiquita",6,6216,0.998071359691417
"4450","Kesha",5,5193,0.998076183147364
"4451","Debora",28,29171,0.998082126100209
"4452","Roxanne",55,57458,0.998087388938153
"4453","Anton",22095,21,0.998100922409116
"4454","Danae",6,6316,0.998101866497944
"4455","Kandy",5,5268,0.998103546368291
"4456","Branson",5290,5,0.998111425873466
"4457","Lila",57,60424,0.99811511053058
"4458","Chaya",10,10634,0.998121007140173
"4459","Ophelia",15,15977,0.998124062031015
"4460","Yajaira",5,5326,0.998124179328456
"4461","Aurelio",6455,6,0.998142702368054
"4462","Osvaldo",12914,12,0.99814327711589
"4463","Kelsea",5,5383,0.998144023756496
"4464","Trina",30,32348,0.998146889863488
"4465","Nichelle",5,5407,0.998152254249815
"4466","Lenora",31,34074,0.998182084738308
"4467","Camila",40,44318,0.998196492177285
"4468","Ginger",41,45630,0.998204549933218
"4469","Nayeli",14,15601,0.998206852385527
"4470","Jana",39,43584,0.998211952410426
"4471","Yazmin",7,7827,0.998212918049528
"4472","Giovani",5610,5,0.998219056099733
"4473","Aliyah",28,31423,0.998219452481638
"4474","Abigayle",5,5630,0.998225377107365
"4475","Raheem",6758,6,0.998225901833235
"4476","Colt",12396,11,0.998226807447409
"4477","Oralia",5,5646,0.998230401698814
"4478","Myra",51,58047,0.998244345760611
"4479","Shirlee",5,5702,0.998247765901525
"4480","Anson",5705,5,0.998248686514886
"4481","Raelynn",7,8003,0.998252184769039
"4482","Cherie",26,29813,0.998257314253159
"4483","Antoinette",68,78005,0.998258040551791
"4484","Estefania",5,5750,0.998262380538662
"4485","Jenifer",22,25335,0.998264778956501
"4486","Verda",7,8062,0.998264964679638
"4487","Liza",14,16280,0.99828157604026
"4488","Franklyn",5837,5,0.99828825744608
"4489","Natalia",47,54984,0.998291871854046
"4490","Art",5853,5,0.99829293274155
"4491","Chantal",7,8199,0.998293931269802
"4492","Hezekiah",5872,5,0.998298451590948
"4493","Marcie",13,15279,0.998299764582788
"4494","Arianna",65,76418,0.9983002758783
"4495","Eliana",22,25881,0.998301355055399
"4496","Mara",16,18860,0.998304725577453
"4497","Selene",5,5901,0.998306806637318
"4498","Antwon",5906,5,0.998308238876671
"4499","Kira",27,31894,0.99830832367407
"4500","Issac",20096,17,0.998309551036643
"4501","Alissa",31,36682,0.998311224906709
"4502","Maryann",52,61770,0.998317750962441
"4503","Mohammad",11899,10,0.998320597867159
"4504","Darron",5965,5,0.998324958123953
"4505","Christa",27,32424,0.998335952667098
"4506","Nadine",43,51714,0.998338389010182
"4507","Elroy",7224,6,0.998340248962656
"4508","Polly",24,28986,0.998345398138573
"4509","Kiana",19,23012,0.998350049932699
"4510","Alesha",6,7293,0.998355939169749
"4511","Myah",6,7294,0.998356164383562
"4512","Hassan",8514,7,0.998357000352071
"4513","Gaylord",6086,5,0.998358233459202
"4514","Jimena",8,9746,0.998359647324175
"4515","Nataly",10,12226,0.998365478914678
"4516","Myrtis",5,6120,0.998367346938775
"4517","Daquan",7381,6,0.998375524570191
"4518","Breanna",65,79998,0.998376278680539
"4519","Vanesa",5,6190,0.998385794995964
"4520","Scot",13663,11,0.998391107210765
"4521","Laila",23,28574,0.998391439661503
"4522","Kyla",29,36228,0.998400308905866
"4523","Marci",11,13757,0.998402091807089
"4524","Mariela",8,10011,0.998403034234954
"4525","Brooklynn",20,25190,0.998413328044427
"4526","Nikolas",19037,15,0.998425362166702
"4527","Yaritza",5,6347,0.998425692695214
"4528","Leilani",19,24181,0.998429752066116
"4529","Lorna",22,28069,0.998433662026984
"4530","Nannie",20,25560,0.998436278342455
"4531","Elsa",21,26903,0.998440053483881
"4532","Joesph",15439,12,0.998446702478804
"4533","Evelin",5,6449,0.998450573287883
"4534","Eboni",5,6455,0.998452012383901
"4535","Ken",32395,25,0.998457742134485
"4536","Portia",8,10393,0.99846168637631
"4537","Felton",6502,5,0.99846319348394
"4538","Dania",5,6506,0.99846413761327
"4539","Seymour",13050,10,0.998468606431853
"4540","Westley",6527,5,0.998469075321494
"4541","Kaliyah",5,6545,0.998473282442748
"4542","Chaim",7859,6,0.998474253019707
"4543","Haylee",20,26198,0.998474330612556
"4544","Irwin",15773,12,0.998479569211276
"4545","Marianne",49,64480,0.998481302980055
"4546","Renata",6,7925,0.998486949943261
"4547","Bella",34,45249,0.998498332707639
"4548","Deidre",11,14640,0.998498396013924
"4549","Abril",5,6667,0.998501199040767
"4550","Chantel",11,14702,0.998504723713723
"4551","Huey",6746,5,0.998518737964746
"4552","Russel",16335,12,0.998531840704717
"4553","Lakesha",6,8168,0.998531930511378
"4554","Mila",13,17721,0.998533889703395
"4555","Salma",5,6847,0.998540572095739
"4556","Hal",16493,12,0.998545895183278
"4557","Farrah",7,9640,0.998548771638851
"4558","Marcellus",6932,5,0.998558454663399
"4559","Garrison",6936,5,0.998559285405561
"4560","Gretchen",38,52858,0.998563218390805
"4561","Reva",11,15321,0.998565092616749
"4562","Tonja",5,6989,0.99857020303117
"4563","Weston",32263,23,0.998575233847488
"4564","Jeannette",49,68959,0.998579874797125
"4565","Lenard",9885,7,0.998584714921148
"4566","Lukas",26844,19,0.998585414882925
"4567","Augustus",14249,10,0.998597377095168
"4568","Bess",5,7127,0.998597868760516
"4569","Bridgette",16,22832,0.99859943977591
"4570","Aric",7168,5,0.99860588317301
"4571","Kyra",23,33045,0.998608927059393
"4572","Pam",23,33127,0.998612368024133
"4573","Mona",31,44674,0.998613130522313
"4574","Lissette",5,7291,0.998629385964912
"4575","Aliza",5,7292,0.998629573797451
"4576","Ingrid",17,24907,0.998635852993099
"4577","Haleigh",9,13193,0.998636570216634
"4578","Alisa",22,32476,0.998646070527417
"4579","Marva",7,10348,0.998647996137132
"4580","Enid",6,8888,0.998650775803913
"4581","Leif",7417,5,0.998652654271086
"4582","Hana",6,8921,0.998655763414361
"4583","Caitlyn",34,50566,0.998656126482213
"4584","Lauryn",12,17928,0.998662207357859
"4585","Julianna",26,38896,0.998663994655979
"4586","Rigoberto",10490,7,0.998666285605411
"4587","Nathanael",17995,12,0.998667184983618
"4588","Adolfo",15018,10,0.998669150918286
"4589","Mira",5,7519,0.998670919723551
"4590","Gracie",45,67820,0.998673837766153
"4591","Lia",10,15106,0.998676898650437
"4592","Jeffry",15137,10,0.998679606522744
"4593","Rosemarie",33,50096,0.998683396836163
"4594","Mari",10,15208,0.99868576685504
"4595","Tana",6,9140,0.998687951016838
"4596","Donavan",7624,5,0.998689212216542
"4597","Napoleon",7631,5,0.99869041382923
"4598","Khloe",19,29003,0.998690648473572
"4599","Darla",27,41572,0.998701891872401
"4600","Xander",18556,12,0.998707453683757
"4601","Janiya",6,9315,0.998712584486643
"4602","Lucien",7820,5,0.998722044728434
"4603","King",15713,10,0.998727978121224
"4604","Humberto",15741,10,0.998730239349882
"4605","Daria",5,7879,0.998731608320649
"4606","Newton",7889,5,0.998733215100076
"4607","Bette",22,34797,0.998736322122979
"4608","Carli",5,7919,0.998738011105502
"4609","Geri",5,8002,0.998751092793805
"4610","Treva",6,9607,0.998751690419224
"4611","Adelyn",6,9627,0.998754282155092
"4612","Buster",8032,5,0.998755754634814
"4613","Thad",8085,5,0.99876390605686
"4614","Saundra",11,17833,0.998767092580139
"4615","Ofelia",5,8111,0.998767865943815
"4616","Jarred",12982,8,0.998768283294842
"4617","Freda",26,42360,0.998773179823527
"4618","Anastasia",23,37601,0.998777376142888
"4619","Felicity",6,9818,0.998778501628665
"4620","Alana",31,50754,0.998779167076893
"4621","Federico",8209,5,0.998782566350134
"4622","Elisabeth",27,44491,0.998787007502583
"4623","Deana",14,23256,0.998796733992265
"4624","Magdalena",10,16669,0.998800887343366
"4625","Gabriella",60,100302,0.99880432833144
"4626","Matteo",8364,5,0.998805114111602
"4627","Roslyn",10,16728,0.998805114111602
"4628","Aylin",5,8451,0.998817407757805
"4629","Shayla",17,28766,0.998818747177153
"4630","Claudette",11,18669,0.998822269807281
"4631","Rodrick",8523,5,0.998827392120075
"4632","Ashlynn",12,20537,0.998832059954256
"4633","Holli",5,8574,0.998834362979368
"4634","Alene",5,8647,0.998844197873324
"4635","Allene",5,8737,0.998856097002974
"4636","Etta",23,40317,0.998859692612791
"4637","Clarissa",21,36986,0.998865079579539
"4638","German",8809,5,0.998865441343317
"4639","Thea",5,8842,0.998869673335594
"4640","Olin",8865,5,0.998872604284104
"4641","Milagros",5,8877,0.998874127448773
"4642","Marlys",5,8920,0.998879551820728
"4643","Princess",7,12539,0.998884106488124
"4644","Gayla",6,10838,0.99889339727038
"4645","Leora",6,10839,0.998893499308437
"4646","Roxanna",7,12657,0.998894504106128
"4647","Elouise",5,9196,0.998913161612868
"4648","Jena",7,12878,0.998913465269693
"4649","Izaiah",9204,5,0.998914105766098
"4650","Carmelo",9218,5,0.998915754093028
"4651","Melisa",10,18445,0.998916282850176
"4652","Luella",16,29576,0.998918626655853
"4653","Dalia",6,11216,0.998930671894493
"4654","Savanna",15,28041,0.998930710008554
"4655","Shanice",5,9401,0.998936848819902
"4656","Lura",5,9451,0.998942470389171
"4657","Pattie",5,9503,0.998948254101809
"4658","Nia",10,19081,0.998952385941019
"4659","Ayana",5,9569,0.998955504491331
"4660","Kassandra",16,30787,0.998961140148687
"4661","Rolland",9622,5,0.998961254804197
"4662","Gianna",28,54027,0.998964018129683
"4663","Gunnar",11623,6,0.998968096998882
"4664","Karly",5,9695,0.998969072164948
"4665","Justina",6,11678,0.998972954467648
"4666","Kaylynn",5,9786,0.998978653865795
"4667","Eugenia",15,29386,0.998979626543315
"4668","Amaya",12,23544,0.998981151299032
"4669","Hershel",9863,5,0.998986623429266
"4670","Octavio",9892,5,0.998989592805901
"4671","Mateo",27719,14,0.998990372480439
"4672","Quintin",13874,7,0.99899142713061
"4673","Ashlie",5,9932,0.998993660058368
"4674","Julissa",11,21877,0.998994883040936
"4675","Sienna",10,19929,0.998996940669041
"4676","Meaghan",7,13955,0.998997278326887
"4677","Lawanda",6,12087,0.999007690399405
"4678","Arleen",6,12153,0.999013076733284
"4679","Gregorio",10162,5,0.999016425690961
"4680","Lilly",24,49228,0.999025420287501
"4681","Alvina",5,10260,0.999025815879201
"4682","Wilford",10368,5,0.999035958739034
"4683","Micaela",6,12472,0.999038307421061
"4684","Conrad",33300,16,0.999039500540281
"4685","Kennith",10442,5,0.999042787403082
"4686","Isiah",23005,11,0.999044143204727
"4687","Halle",6,12589,0.999047240968638
"4688","Freeman",10617,5,0.999058557710412
"4689","Catalina",7,14866,0.99905869696766
"4690","Jeanine",11,23634,0.99906957073377
"4691","Abbigail",5,10799,0.999074416882636
"4692","Booker",10915,5,0.999084249084249
"4693","Alivia",10,22156,0.999097717224578
"4694","Maci",6,13323,0.999099707404907
"4695","Casandra",7,15577,0.999101642710472
"4696","Ciera",5,11145,0.999103139013453
"4697","Adeline",20,44734,0.999106225141887
"4698","Vince",11250,5,0.999111505997335
"4699","Florine",5,11252,0.999111663853602
"4700","Melany",5,11270,0.999113082039911
"4701","Clement",13573,6,0.999116282495029
"4702","Madelyn",33,74924,0.999119495177235
"4703","Carissa",12,27465,0.99912654219893
"4704","Lilia",5,11464,0.99912808440143
"4705","Hailee",6,13765,0.999128603587249
"4706","Celina",6,13797,0.99913062377744
"4707","Adrianna",18,41483,0.999132551022867
"4708","Allyson",21,48424,0.999133037465167
"4709","Rosanna",6,13845,0.999133636560537
"4710","Iona",5,11556,0.999135022921892
"4711","Anissa",5,11569,0.999135994470365
"4712","Jarod",11578,5,0.999136665803332
"4713","Lizette",5,11622,0.999139932914767
"4714","Wilhelmina",5,11699,0.999145591250854
"4715","Mckayla",5,11729,0.999147775694563
"4716","Kailey",10,23499,0.999149261984772
"4717","Gunner",11760,5,0.999150021249469
"4718","Aida",5,11768,0.999150598827826
"4719","Gia",5,11894,0.99915959324313
"4720","Yasmine",5,11948,0.999163389943947
"4721","Zelda",5,11968,0.999164787438403
"4722","Nola",9,21597,0.999166898083865
"4723","Serena",16,38550,0.999170253591246
"4724","Madeleine",15,36630,0.999181334424887
"4725","Rebeca",5,12235,0.999183006535948
"4726","Trista",5,12290,0.999186661244408
"4727","Morton",12301,5,0.999187388265887
"4728","Kaleigh",6,14793,0.999189134400973
"4729","Jolene",12,29749,0.999193575484695
"4730","Armand",14923,6,0.999196195324536
"4731","Mariam",5,12528,0.999202106439001
"4732","Sarai",6,15082,0.999204665959703
"4733","Maximus",17659,7,0.999207517264803
"4734","Linwood",12672,5,0.999211169835134
"4735","Titus",15389,6,0.999220526144852
"4736","Luann",6,15394,0.999220779220779
"4737","Garret",12892,5,0.999224625881988
"4738","Madisyn",5,13098,0.999236815996337
"4739","Ximena",6,15739,0.999237853286758
"4740","Katelynn",11,28857,0.999237910489123
"4741","Kyleigh",6,15853,0.999243331862034
"4742","Emilee",8,21162,0.999244213509684
"4743","Janae",6,15929,0.99924694069658
"4744","Deena",5,13277,0.99924710134016
"4745","Solomon",29309,11,0.99924965893588
"4746","Alyson",10,26808,0.999254232232083
"4747","Rhiannon",5,13525,0.999260901699926
"4748","Tamra",5,13681,0.999269326318866
"4749","Tiana",9,24669,0.99927060539752
"4750","Isabell",5,13898,0.99928073077753
"4751","Kiersten",5,13999,0.999285918309055
"4752","Scarlett",13,36424,0.999286439608091
"4753","Alanna",7,19636,0.999287277910706
"4754","Karyn",5,14037,0.999287850733514
"4755","Concetta",5,14078,0.99928992402187
"4756","Alvaro",14132,5,0.999292636344345
"4757","Earlene",5,14164,0.999294233890889
"4758","Hans",14212,5,0.999296616726454
"4759","Aline",5,14230,0.999297506146821
"4760","Stephany",5,14312,0.999301529650066
"4761","Terra",5,14498,0.999310487485348
"4762","Nathalie",6,17426,0.999311610830656
"4763","Rosalinda",5,14546,0.999312762009484
"4764","Rosanne",5,14650,0.999317639031047
"4765","Lina",5,14729,0.999321297678838
"4766","Deanne",5,14823,0.999325600215808
"4767","Matilda",10,29712,0.999327097772694
"4768","Cathleen",10,29780,0.999328633769721
"4769","Cheri",12,36003,0.999333610995419
"4770","Janine",11,33161,0.999336790063909
"4771","Kaitlynn",5,15248,0.999344391267292
"4772","Rosella",5,15283,0.999345892203035
"4773","Shayna",5,15293,0.999346319780363
"4774","Makenna",8,24624,0.999350438454043
"4775","Libby",5,15397,0.999350733670952
"4776","Joselyn",5,15411,0.999351323300467
"4777","Duncan",18631,6,0.999356119547137
"4778","Corinne",15,46677,0.999357491647392
"4779","Chrystal",5,15627,0.999360286591607
"4780","Bonita",12,37679,0.99936324321456
"4781","Nicolette",5,15745,0.999365079365079
"4782","Camilla",6,19054,0.999370409233998
"4783","Sherrie",11,35086,0.999373165797647
"4784","Mauricio",19306,6,0.999378624689312
"4785","Jacklyn",5,16090,0.999378689033861
"4786","Lana",15,48388,0.999380203706382
"4787","Francine",11,35617,0.999382508139665
"4788","Althea",5,16262,0.999385258498801
"4789","Thurman",16292,5,0.999386390133153
"4790","Bart",16332,5,0.999387892513925
"4791","Paulina",5,16393,0.99939016953287
"4792","Tessa",13,42802,0.999392736190587
"4793","Suzette",5,16543,0.99939569736524
"4794","Leonel",16615,5,0.999398315282792
"4795","Lucinda",11,36919,0.999404278364473
"4796","Norbert",20269,6,0.99940813810111
"4797","Leann",7,23791,0.999411715270191
"4798","Neva",6,20434,0.999412915851272
"4799","Zackery",17042,5,0.999413386519622
"4800","Ned",17170,5,0.999417758369723
"4801","Edmond",24126,7,0.999419881490076
"4802","Emilie",7,24159,0.999420673673757
"4803","Angeline",10,34717,0.999424079246696
"4804","Adele",11,38363,0.99942669515818
"4805","Valentina",7,24527,0.999429363332518
"4806","Chuck",17791,5,0.999438075972129
"4807","Louisa",5,17801,0.999438391553409
"4808","Keira",7,25306,0.999446924505195
"4809","Gus",18146,5,0.999449066167153
"4810","Katlyn",5,18188,0.999450338042104
"4811","Rhoda",7,25472,0.99945052788571
